,Quarter,Tm,Detail,PHI,DAL
0,1.0,Cowboys,Rafael Septien 31 yard field goal,0,3
1,1.0,Eagles,Mike Quick 83 yard pass from Ron Jaworski (Tony Franklin kick),7,3
2,1.0,Cowboys,Ron Springs 1 yard rush (Rafael Septien kick),7,10
3,2.0,Cowboys,Doug Cosbie 14 yard pass from Danny White (Rafael Septien kick),7,17
4,2.0,Cowboys,Rafael Septien 46 yard field goal,7,20
5,2.0,Cowboys,Rafael Septien 34 yard field goal,7,23
6,3.0,Cowboys,Tony Dorsett 7 yard rush (Rafael Septien kick),7,30
7,4.0,Cowboys,Timmy Newsome 2 yard pass from Danny White (Rafael Septien kick),7,37
