,Quarter,Tm,Detail,DAL,WAS
0,1.0,Redskins,George Rogers 14 yard rush (Max Zendejas kick),0,7
1,1.0,Redskins,Clint Didier 71 yard pass from Jay Schroeder (Max Zendejas kick),0,14
2,2.0,Redskins,Max Zendejas 25 yard field goal,0,17
3,2.0,Redskins,Max Zendejas 41 yard field goal,0,20
4,2.0,Redskins,Kelvin Bryant 22 yard rush (Max Zendejas kick),0,27
5,2.0,Redskins,Gary Clark 11 yard pass from Jay Schroeder (Max Zendejas kick),0,34
6,3.0,Cowboys,Herschel Walker 1 yard rush (Rafael Septien kick),7,34
7,3.0,Redskins,Kelvin Bryant 1 yard rush (Max Zendejas kick),7,41
8,4.0,Cowboys,Robert Lavette 8 yard pass from Reggie Collier (Rafael Septien kick),14,41
