,Quarter,Time,Tm,Detail,GNB,CHI
0,1.0,4:15,Bears,Robbie Gould 31 yard field goal,0,3
1,2.0,4:00,Bears,Robbie Gould 35 yard field goal,0,6
2,2.0,3:08,Packers,Ryan Grant 66 yard rush (Mason Crosby kick),7,6
3,2.0,0:48,Bears,Adrian Peterson 8 yard rush (Robbie Gould kick),7,13
4,3.0,8:30,Bears,Desmond Clark 3 yard pass from Kyle Orton (Greg Olsen pass from Kyle Orton),7,21
5,3.0,7:23,Bears,Corey Graham 7 yard blocked punt return (Robbie Gould kick),7,28
6,4.0,11:20,Bears,Brian Urlacher 85 yard interception return (Robbie Gould kick),7,35
