,Quarter,Time,Tm,Detail,OAK,DEN
0,1.0,,Broncos,Jason Elam 33 yard field goal,0,3
1,2.0,,Broncos,Shannon Sharpe 7 yard pass from John Elway (Jason Elam kick),0,10
2,2.0,1:16,Broncos,Terrell Davis 1 yard rush (Jason Elam kick),0,17
3,2.0,0:40,Raiders,Rickey Dudley 29 yard pass from Donald Hollas (Greg Davis kick),7,17
4,3.0,0:40,Raiders,James Jett 14 yard pass from Donald Hollas (Greg Davis kick),14,17
5,4.0,0:40,Broncos,Jason Elam 23 yard field goal,14,20
6,4.0,0:40,Broncos,Rod Smith 28 yard pass from John Elway (pass failed),14,26
7,4.0,0:40,Broncos,Howard Griffith 3 yard pass from John Elway (Jason Elam kick),14,33
8,4.0,2:29,Broncos,Vaughn Hebron 3 yard rush (Jason Elam kick),14,40
