,Quarter,Tm,Detail,DET,SFO
0,1.0,49ers,Joe Perry 3 yard rush (Gordie Soltau kick),0,7
1,1.0,49ers,Hugh McElhenny 1 yard rush (Gordie Soltau kick),0,14
2,2.0,Lions,Doak Walker 24 yard pass from Bobby Layne (Doak Walker kick),7,14
3,2.0,49ers,Gordie Soltau 25 yard field goal,7,17
4,2.0,49ers,Dicky Moegle 11 yard rush (Gordie Soltau kick),7,24
5,2.0,49ers,Carroll Hardy 78 yard pass from Y.A. Tittle (Gordie Soltau kick),7,31
6,3.0,Lions,Leon Hart 7 yard pass from Bobby Layne (Doak Walker kick),14,31
7,4.0,49ers,Joe Perry 14 yard pass from Y.A. Tittle (Gordie Soltau kick),14,38
8,4.0,Lions,Lew Carpenter 3 yard rush (Doak Walker kick),21,38
