,Quarter,Tm,Detail,WAS,DAL
0,2.0,Redskins,Mark Moseley 25 yard field goal,3,0
1,2.0,Cowboys,Doug Dennison 12 yard rush (Efren Herrera kick),3,7
2,2.0,Redskins,Jean Fugett 6 yard pass from Billy Kilmer (Mark Moseley kick),10,7
3,3.0,Cowboys,Butch Johnson 43 yard pass from Roger Staubach (Efren Herrera kick),10,14
4,3.0,Redskins,Mark Moseley 27 yard field goal,13,14
5,4.0,Redskins,Calvin Hill 15 yard rush (Mark Moseley kick),20,14
6,4.0,Redskins,John Riggins 3 yard rush (Mark Moseley kick),27,14
