,Quarter,Tm,Detail,DAL,STL
0,1.0,Cardinals,Jim Bakken 38 yard field goal,0,3
1,2.0,Cardinals,Jim Bakken 35 yard field goal,0,6
2,3.0,Cardinals,Cid Edwards 7 yard pass from Jim Hart (Jim Bakken kick),0,13
3,4.0,Cardinals,John Gilliam 59 yard pass from Jim Hart (Jim Bakken kick),0,20
4,4.0,Cowboys,Calvin Hill 2 yard rush (Mike Clark kick),7,20
