,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Don Heinrich 1 yard rush (Ben Agajanian kick),7,0
1,1.0,Eagles,Clarence Peaks 1 yard rush (Bobby Walston kick),7,7
2,1.0,Eagles,Bobby Walston 15 yard field goal,7,10
3,2.0,Giants,Alex Webster 1 yard rush (Ben Agajanian kick),14,10
4,3.0,Giants,Johnny Bookman 31 yard interception return (Ben Agajanian kick),21,10
5,3.0,Eagles,Jerry Norton 99 yard interception return (Bobby Walston kick),21,17
6,3.0,Eagles,Bobby Walston 15 yard field goal,21,20
7,4.0,Giants,Ben Agajanian 12 yard field goal,24,20
