,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,David Ray 32 yard field goal,3,0
1,1.0,49ers,Ted Kwalick 6 yard pass from Steve Spurrier,3,6
2,2.0,49ers,Bruce Gossett 31 yard field goal,3,9
3,2.0,Rams,Bob Klein 26 yard pass from Roman Gabriel (David Ray kick),10,9
4,2.0,Rams,David Ray 12 yard field goal,13,9
5,2.0,Rams,David Ray 19 yard field goal,16,9
6,3.0,Rams,Willie Ellison 39 yard pass from Roman Gabriel (David Ray kick),23,9
7,3.0,49ers,Gene Washington 8 yard pass from Steve Spurrier (Bruce Gossett kick),23,16
8,4.0,Rams,David Ray 42 yard field goal,26,16
