,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Don Bosseler 1 yard rush (Sam Baker kick),0,7
1,2.0,Redskins,Jim Podoley 9 yard rush (Sam Baker kick),0,14
2,2.0,Redskins,Ed Sutton 17 yard pass from Eddie LeBaron (Sam Baker kick),0,21
3,3.0,Redskins,Leo Elter 49 yard pass from Eddie LeBaron (Sam Baker kick),0,28
4,4.0,Redskins,Don Bosseler 1 yard rush (Sam Baker kick),0,35
5,4.0,Redskins,Don Bosseler 5 yard rush (Sam Baker kick),0,42
6,4.0,Eagles,Al Dorow 1 yard rush (Bobby Walston kick),7,42
