,Quarter,Time,Tm,Detail,NWE,NYJ
0,1.0,9:51,Patriots,Adam Vinatieri 32 yard field goal,3,0
1,1.0,3:48,Jets,Fred Baxter 4 yard pass from Vinny Testaverde (John Hall kick),3,7
2,2.0,12:23,Patriots,Adam Vinatieri 35 yard field goal,6,7
3,2.0,11:13,Patriots,Adam Vinatieri 30 yard field goal,9,7
4,2.0,2:45,Patriots,Adam Vinatieri 33 yard field goal,12,7
5,4.0,9:56,Patriots,Eric Bjornson 6 yard pass from Drew Bledsoe (Adam Vinatieri kick),19,7
6,4.0,6:25,Jets,Wayne Chrebet 2 yard pass from Vinny Testaverde (John Hall kick),19,14
7,4.0,1:55,Jets,Wayne Chrebet 28 yard pass from Vinny Testaverde,19,20
