,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Jim Taylor 2 yard rush (Jerry Kramer kick),7,0
1,2.0,Bears,John Adams 4 yard pass from Billy Wade (Roger LeClerc kick),7,7
2,2.0,Packers,Jerry Kramer 17 yard field goal,10,7
3,3.0,Packers,Jim Taylor 1 yard rush (Jerry Kramer kick),17,7
4,4.0,Packers,Jim Taylor 1 yard rush (Jerry Kramer kick),24,7
5,4.0,Packers,Jim Taylor 2 yard rush (Jerry Kramer kick),31,7
6,4.0,Packers,Earl Gros 9 yard rush (Jerry Kramer kick),38,7
