,Quarter,Tm,Detail,DET,RAM
0,3.0,Rams,Danny Villanueva 18 yard field goal,0,3
1,3.0,Lions,Pat Studstill 22 yard pass from Earl Morrall (Wayne Walker kick),7,3
2,4.0,Lions,Wayne Walker 31 yard field goal,10,3
3,4.0,Lions,"Safety, Bratkowski tackled in end zone by McCord",12,3
