,Quarter,Tm,Detail,DET,CHI
0,1,Bears,Bronko Nagurski 2 yard rush (Jack Manders kick),0,7
1,2,Bears,Jack Manders 30 yard field goal,0,10
2,4,Lions,Glenn Presnell 33 yard rush (Glenn Presnell kick),7,10
