,Quarter,Tm,Detail,CHI,DET
0,2.0,Bears,Bob Wallace 32 yard pass from Bobby Douglass (Mac Percival kick),7,0
1,2.0,Lions,John Wright 12 yard pass from Greg Landry (Errol Mann kick),7,7
2,3.0,Lions,Errol Mann 20 yard field goal,7,10
3,4.0,Lions,Errol Mann 46 yard field goal,7,13
