,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Hugh Gallarneau 2 yard rush (Bob Snyder kick),0,7
1,2.0,Bears,Norm Standlee 1 yard rush (Dick Plasman kick),0,14
2,2.0,Bears,George McAfee 15 yard rush (Dick Plasman kick),0,21
3,2.0,Bears,Ray McLean 61 yard punt return (Joe Maniaci kick),0,28
4,3.0,Bears,Joe Maniaci 5 yard rush (Joe Stydahar kick),0,35
5,3.0,Bears,Joe Maniaci 1 yard rush (Joe Maniaci kick),0,42
6,4.0,Bears,Bill Osmanski 5 yard rush (Ken Kavanaugh pass from Young Bussey),0,49
