,Quarter,Tm,Detail,DET,CHI
0,1.0,Lions,Dutch Clark 4 yard rush (Dutch Clark kick),7,0
1,2.0,Lions,Ed Klewicki 36 yard pass from Ernie Caddel,13,0
2,2.0,Bears,Bill Karr 20 yard pass from Bernie Masterson (Jack Manders kick),13,7
3,2.0,Bears,Bill Karr 5 yard pass from Gene Ronzani,13,13
4,3.0,Lions,Bill Shepherd 1 yard rush (Dutch Clark kick),20,13
5,3.0,Bears,Bill Karr 42 yard pass from Bernie Masterson (Jack Manders kick),20,20
