,Quarter,Tm,Detail,STL,DAL
0,1.0,Cardinals,Frank Mestnik 1 yard rush (Gerry Perry kick),7,0
1,2.0,Cardinals,Billy Stacy 31 yard interception return (Gerry Perry kick),14,0
2,2.0,Cardinals,Billy Stacy 39 yard interception return (Gerry Perry kick),21,0
3,2.0,Cowboys,Allen Green 32 yard field goal,21,3
4,3.0,Cowboys,Frank Clarke 42 yard pass from Eddie LeBaron (Allen Green kick),21,10
5,4.0,Cowboys,Frank Clarke 32 yard pass from Eddie LeBaron (Allen Green kick),21,17
6,4.0,Cardinals,Taz Anderson 12 yard pass from Ralph Guglielmi (Gerry Perry kick),28,17
7,4.0,Cardinals,Gerry Perry 22 yard field goal,31,17
