,Quarter,Tm,Detail,CIN,HOU
0,1.0,Oilers,Mike Rozier 13 yard rush (Tony Zendejas kick),0,7
1,2.0,Oilers,Mike Rozier 15 yard rush (Tony Zendejas kick),0,14
2,2.0,Bengals,Jim Breech 45 yard field goal,3,14
3,2.0,Oilers,Curtis Duncan 13 yard pass from Warren Moon (Tony Zendejas kick),3,21
4,2.0,Oilers,Tony Zendejas 43 yard field goal,3,24
5,3.0,Bengals,Jim Breech 27 yard field goal,6,24
6,3.0,Oilers,Tony Zendejas 48 yard field goal,6,27
7,4.0,Oilers,Mike Rozier 3 yard rush (Tony Zendejas kick),6,34
8,4.0,Oilers,Drew Hill 33 yard pass from Warren Moon (Tony Zendejas kick),6,41
