,Quarter,Tm,Detail,CIN,CLE
0,1.0,Bengals,Don Bass 9 yard pass from Ken Anderson (Chris Bahr kick),7,0
1,1.0,Browns,Reggie Rucker 6 yard pass from Brian Sipe (Don Cockroft kick),7,7
2,3.0,Bengals,Pete Johnson 1 yard rush (Chris Bahr kick),14,7
3,3.0,Bengals,Isaac Curtis 8 yard pass from Ken Anderson,20,7
4,3.0,Browns,Ricky Feacher 2 yard pass from Brian Sipe (Don Cockroft kick),20,14
5,4.0,Browns,Mike Pruitt 50 yard pass from Brian Sipe (Don Cockroft kick),20,21
6,4.0,Browns,Ozzie Newsome 27 yard pass from Brian Sipe (Don Cockroft kick),20,28
7,4.0,Bengals,Pete Johnson 32 yard rush (Chris Bahr kick),27,28
