,Quarter,Tm,Detail,CHI,GNB
0,3.0,Bears,Ray Nolting 2 yard rush (Jack Manders kick),7,0
1,3.0,Bears,Jack Manders 45 yard pass from Bernie Masterson (Jack Manders kick),14,0
2,3.0,Packers,"Safety, Hutson blocked punt out of end zone",14,2
