,Quarter,Tm,Detail,CHI,MIN
0,1.0,Vikings,John Gilliam 9 yard pass from Fran Tarkenton (Fred Cox kick),0,7
1,1.0,Vikings,Chuck Foreman 2 yard rush (Fred Cox kick),0,14
2,2.0,Vikings,Stu Voigt 15 yard pass from Fran Tarkenton (Fred Cox kick),0,21
3,2.0,Bears,Bob Thomas 46 yard field goal,3,21
4,4.0,Vikings,Stu Voigt 4 yard pass from Fran Tarkenton (Fred Cox kick),3,28
