,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Jack Manders 36 yard field goal,3,0
1,2.0,Packers,Ade Schwammel 26 yard field goal,3,3
2,2.0,Bears,Gene Ronzani 12 yard touchdown on a lateral (Jack Manders kick),10,3
3,3.0,Bears,Bill Hewitt 12 yard pass from Ray Nolting,16,3
4,4.0,Bears,Carl Brumbaugh 5 yard pass from Keith Molesworth (Jack Manders kick),23,3
5,4.0,Bears,Bill Karr 9 yard rush (Jack Manders kick),30,3
