,Quarter,Time,Tm,Detail,SDG,DEN
0,1.0,13:06,Broncos,Shannon Sharpe 11 yard pass from Jake Plummer (Jason Elam kick),0,7
1,1.0,6:14,Broncos,Jason Elam 42 yard field goal,0,10
2,2.0,9:46,Broncos,Jason Elam 22 yard field goal,0,13
3,2.0,8:25,Broncos,Rod Smith 65 yard punt return (Jason Elam kick),0,20
4,2.0,0:32,Broncos,Shannon Sharpe 26 yard pass from Jake Plummer (Jason Elam kick),0,27
5,3.0,1:28,Broncos,Shannon Sharpe 26 yard pass from Jake Plummer (Jason Elam kick),0,34
6,4.0,13:11,Broncos,Micah Knorr 27 yard field goal,0,37
7,4.0,10:12,Chargers,Kassim Osgood 19 yard pass from Doug Flutie (Stephen Alexander pass from Doug Flutie),8,37
