,Quarter,Time,Tm,Detail,TEN,NWE
0,1.0,5:51,Patriots,Laurence Maroney 45 yard rush (Stephen Gostkowski kick),0,7
1,1.0,0:47,Patriots,Stephen Gostkowski 33 yard field goal,0,10
2,2.0,9:56,Patriots,Randy Moss 40 yard pass from Tom Brady (Stephen Gostkowski kick),0,17
3,2.0,8:59,Patriots,Randy Moss 28 yard pass from Tom Brady (Stephen Gostkowski kick),0,24
4,2.0,6:20,Patriots,Kevin Faulk 38 yard pass from Tom Brady (Stephen Gostkowski kick),0,31
5,2.0,1:53,Patriots,Wes Welker 30 yard pass from Tom Brady (Stephen Gostkowski kick),0,38
6,2.0,0:12,Patriots,Wes Welker 5 yard pass from Tom Brady (Stephen Gostkowski kick),0,45
7,3.0,10:13,Patriots,Randy Moss 9 yard pass from Tom Brady (Stephen Gostkowski kick),0,52
8,3.0,0:11,Patriots,Brian Hoyer 1 yard rush (Stephen Gostkowski kick),0,59
