,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Amos Marsh 3 yard rush (Wayne Walker kick),0,7
1,2.0,Bears,Jon Arnett 24 yard rush (Roger LeClerc kick),7,7
2,2.0,Bears,Roger LeClerc 18 yard field goal,10,7
3,2.0,Lions,Wayne Walker 37 yard field goal,10,10
4,3.0,Bears,Gale Sayers 20 yard rush (Roger LeClerc kick),17,10
