,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Joe Maniaci 3 yard rush (Jack Manders kick),0,7
1,2.0,Packers,Don Hutson 5 yard pass from Arnie Herber (Tiny Engebretsen kick),7,7
2,2.0,Bears,Gary Famiglietti 7 yard rush (Jack Manders kick),7,14
