,Quarter,Tm,Detail,DAL,NYG
0,1.0,Cowboys,Mike Clark 28 yard field goal,3,0
1,1.0,Giants,Pete Gogolak 40 yard field goal,3,3
2,1.0,Cowboys,Bob Hayes 38 yard pass from Craig Morton (Mike Clark kick),10,3
3,2.0,Giants,Pete Gogolak 42 yard field goal,10,6
4,2.0,Cowboys,Bob Hayes 80 yard pass from Craig Morton (Mike Clark kick),17,6
5,2.0,Giants,Pete Gogolak 54 yard field goal,17,9
6,3.0,Cowboys,Mike Clark 22 yard field goal,20,9
7,3.0,Giants,Ron Johnson 4 yard rush (Pete Gogolak kick),20,16
8,4.0,Giants,Ron Johnson 13 yard pass from Fran Tarkenton (Pete Gogolak kick),20,23
