,Quarter,Tm,Detail,STL,DAL
0,1.0,Cardinals,Ottis Anderson 51 yard rush (Neil O'Donoghue kick),7,0
1,1.0,Cardinals,Mel Gray 69 yard pass from Jim Hart (Neil O'Donoghue kick),14,0
2,1.0,Cowboys,Preston Pearson 18 yard pass from Danny White (Rafael Septien kick),14,7
3,2.0,Cowboys,Rafael Septien 23 yard field goal,14,10
4,2.0,Cardinals,Pat Tilley 60 yard pass from Jim Hart (Neil O'Donoghue kick),21,10
5,2.0,Cowboys,Tony Hill 58 yard pass from Danny White (Rafael Septien kick),21,17
6,3.0,Cowboys,Drew Pearson 14 yard pass from Danny White (Rafael Septien kick),21,24
7,4.0,Cowboys,Tony Dorsett 11 yard rush (Rafael Septien kick),21,31
