,Quarter,Time,Tm,Detail,CHI,MIN
0,1.0,11:36,Vikings,Jerick McKinnon 16 yard pass from Sam Bradford (Kai Forbath kick),0,7
1,2.0,14:53,Vikings,Kai Forbath 21 yard field goal,0,10
2,2.0,12:51,Vikings,Kyle Rudolph 22 yard pass from Sam Bradford (Kai Forbath kick),0,17
3,2.0,1:48,Bears,Matt Barkley 2 yard pass from Cameron Meredith (Connor Barth kick),7,17
4,2.0,0:18,Vikings,Jarius Wright 1 yard pass from Sam Bradford (Kai Forbath kick),7,24
5,2.0,0:00,Bears,Connor Barth 29 yard field goal,10,24
6,4.0,12:11,Vikings,Jerick McKinnon 10 yard rush (Kai Forbath kick),10,31
7,4.0,9:51,Vikings,Everson Griffen 20 yard defensive fumble return (Kai Forbath kick),10,38
