,Quarter,Tm,Detail,CHI,GNB
0,2.0,Packers,Fred Cone 24 yard field goal,0,3
1,2.0,Packers,Billy Howton 32 yard pass from Tobin Rote (Fred Cone kick),0,10
2,3.0,Bears,George Blanda 47 yard field goal,3,10
3,3.0,Packers,Tobin Rote 1 yard rush (Fred Cone kick),3,17
4,4.0,Packers,Gary Knafelc 23 yard pass from Tobin Rote (Fred Cone kick),3,24
