,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Alex Webster 8 yard rush (Don Chandler kick),0,7
1,1.0,Eagles,Tommy McDonald 34 yard pass from Sonny Jurgensen (Bobby Walston kick),7,7
2,1.0,Giants,Don Chandler 28 yard field goal,7,10
3,1.0,Eagles,Timmy Brown 61 yard rush (Bobby Walston kick),14,10
4,2.0,Giants,Don Chandler 20 yard field goal,14,13
5,3.0,Giants,Don Chandler 37 yard field goal,14,16
6,4.0,Giants,Don Chandler 26 yard field goal,14,19
