,Quarter,Tm,Detail,PIT,CLE
0,1.0,Steelers,Ray Mathews 64 yard pass from Tom Tracy (Tom Miner kick),7,0
1,1.0,Browns,Jim Brown 27 yard pass from Milt Plum (Lou Groza kick),7,7
2,2.0,Browns,Jim Brown 48 yard rush (Milt Plum kick),7,14
3,2.0,Browns,Ray Renfro 36 yard pass from Milt Plum (Milt Plum kick),7,21
4,4.0,Browns,Bobby Mitchell 7 yard pass from Milt Plum,7,27
5,4.0,Steelers,Tom Miner 47 yard field goal,10,27
