,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Bobby Mitchell 29 yard pass from Sonny Jurgensen (Jim Martin kick),0,7
1,1.0,Redskins,J.W. Lockett 22 yard pass from Sonny Jurgensen (Jim Martin kick),0,14
2,2.0,Redskins,Bobby Mitchell 9 yard pass from Sonny Jurgensen (Jim Martin kick),0,21
3,3.0,Eagles,Timmy Brown 27 yard rush (Sam Baker kick),7,21
4,3.0,Eagles,Timmy Brown 14 yard pass from Norm Snead,13,21
5,3.0,Redskins,Charley Taylor 66 yard pass from Sonny Jurgensen (Jim Martin kick),13,28
6,3.0,Eagles,Timmy Brown 5 yard rush (Sam Baker kick),20,28
7,4.0,Redskins,Charley Taylor 24 yard pass from Sonny Jurgensen (Jim Martin kick),20,35
