,Quarter,Tm,Detail,CHI,MIN
0,1.0,Vikings,Steve Jordan 3 yard pass from Wade Wilson (Chuck Nelson kick),0,7
1,2.0,Vikings,Alfred Anderson 1 yard rush (Chuck Nelson kick),0,14
2,2.0,Vikings,Alfred Anderson 18 yard pass from Wade Wilson (Chuck Nelson kick),0,21
3,2.0,Bears,Kevin Butler 20 yard field goal,3,21
4,3.0,Bears,Dennis McKinnon 76 yard pass from Mike Tomczak (Kevin Butler kick),10,21
5,3.0,Bears,Neal Anderson 51 yard rush (Kevin Butler kick),17,21
6,4.0,Bears,Kevin Butler 45 yard field goal,20,21
7,4.0,Vikings,Walker Lee Ashley 94 yard interception return (Chuck Nelson kick),20,28
8,4.0,Bears,Dennis Gentry 1 yard pass from Mike Tomczak (Kevin Butler kick),27,28
