,Quarter,Tm,Detail,SFO,RAM
0,2.0,49ers,John Brodie 12 yard rush (Bruce Gossett kick),7,0
1,2.0,49ers,Bruce Gossett 42 yard field goal,10,0
2,2.0,Rams,David Ray 16 yard field goal,10,3
3,2.0,Rams,David Ray 31 yard field goal,10,6
4,3.0,49ers,Gene Washington 59 yard pass from John Brodie (Bruce Gossett kick),17,6
5,4.0,49ers,Bruce Gossett 15 yard field goal,20,6
