,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Don Chandler 49 yard field goal,3,0
1,1.0,Lions,Ron Kramer 14 yard pass from Milt Plum (Wayne Walker kick),3,7
2,1.0,Lions,Wayne Rasmussen 36 yard interception return (Wayne Walker kick),3,14
3,2.0,Lions,Terry Barr 55 yard pass from Milt Plum (Wayne Walker kick),3,21
4,3.0,Packers,Bob Long 62 yard pass from Bart Starr (Don Chandler kick),10,21
5,3.0,Packers,Tom Moore 31 yard pass from Bart Starr (Don Chandler kick),17,21
6,3.0,Packers,Carroll Dale 77 yard pass from Bart Starr (Don Chandler kick),24,21
7,4.0,Packers,Bart Starr 4 yard rush (Don Chandler kick),31,21
