,Quarter,Tm,Detail,DET,RAM
0,1.0,Lions,Lloyd Cardwell 80 yard rush (Augie Lio kick),7,0
1,1.0,Rams,Len Janiak 15 yard pass from Parker Hall (Chet Adams kick),7,7
2,3.0,Rams,George Platukis 6 yard pass from Parker Hall,7,13
3,4.0,Rams,Dante Magnani 18 yard pass from Parker Hall (Chet Adams kick),7,20
4,4.0,Rams,Gaylon Smith 50 yard rush (Chet Adams kick),7,27
