,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Wilbert Montgomery 8 yard rush (Tony Franklin kick),0,7
1,2.0,Eagles,Wilbert Montgomery 11 yard pass from Ron Jaworski (Tony Franklin kick),0,14
2,2.0,Redskins,John Riggins 4 yard pass from Joe Theismann (Mark Moseley kick),7,14
3,3.0,Eagles,Wilbert Montgomery 5 yard rush (Tony Franklin kick),7,21
4,3.0,Eagles,Wilbert Montgomery 4 yard rush (Tony Franklin kick),7,28
5,4.0,Redskins,Mark Moseley 37 yard field goal,10,28
6,4.0,Redskins,John Riggins 1 yard rush (Mark Moseley kick),17,28
