,Quarter,Tm,Detail,NOR,SFO
0,1.0,49ers,Bruce Gossett 16 yard field goal,0,3
1,1.0,49ers,Vic Washington 16 yard pass from John Brodie (Larry Schreiber pass from Bruce Gossett),0,10
2,1.0,Saints,Dave Parks 39 yard pass from Edd Hargett (Charlie Durkee kick),7,10
3,3.0,Saints,Charlie Durkee 38 yard field goal,10,10
4,3.0,49ers,Bruce Gossett 37 yard field goal,10,13
5,3.0,Saints,Dave Parks 22 yard pass from Edd Hargett,16,13
6,4.0,Saints,Charlie Durkee 14 yard field goal,19,13
7,4.0,49ers,Vic Washington 7 yard pass from John Brodie (Bruce Gossett kick),19,20
8,4.0,Saints,Virgil Robinson 10 yard pass from Edd Hargett (Charlie Durkee kick),26,20
