,Quarter,Tm,Detail,CLE,PIT
0,2.0,Browns,George Ratterman 1 yard rush (Lou Groza kick),7,0
1,2.0,Steelers,Gary Glick 30 yard field goal,7,3
2,2.0,Steelers,Lynn Chandnois 1 yard rush (Gary Glick kick),7,10
3,4.0,Browns,Ed Modzelewski 13 yard rush (Lou Groza kick),14,10
