,Quarter,Tm,Detail,CHI,CRD
0,1.0,Bears,Billy Stone 8 yard rush (Bill George kick),7,0
1,1.0,Bears,Bill George 15 yard field goal,10,0
2,1.0,Bears,Bill George 14 yard field goal,13,0
3,2.0,Bears,Bill George 34 yard field goal,16,0
4,2.0,Bears,Harlon Hill 39 yard pass from Zeke Bratkowski,22,0
5,4.0,Bears,Jim Dooley 69 yard pass from Ed Brown (Bill George kick),29,0
6,4.0,Cardinals,Bill Bredde 1 yard rush (Pat Summerall kick),29,7
