,Quarter,Time,Tm,Detail,MIA,NWE
0,1.0,10:36,Patriots,Rob Gronkowski 13 yard pass from Tom Brady (Shayne Graham kick),0,7
1,1.0,4:12,Patriots,BenJarvus Green-Ellis 1 yard rush (Shayne Graham kick),0,14
2,2.0,1:41,Patriots,Shayne Graham 28 yard field goal,0,17
3,2.0,0:18,Patriots,Julian Edelman 94 yard punt return (Shayne Graham kick),0,24
4,3.0,11:30,Patriots,Alge Crumpler 10 yard pass from Tom Brady (Shayne Graham kick),0,31
5,3.0,6:33,Patriots,Brandon Tate 42 yard pass from Brian Hoyer (Shayne Graham kick),0,38
6,4.0,2:11,Dolphins,Davone Bess 21 yard pass from Tyler Thigpen (Dan Carpenter kick),7,38
