,Quarter,Tm,Detail,PHI,WAS
0,2.0,Redskins,Roy Barni 17 yard fumble return (Vic Janowicz kick),0,7
1,2.0,Redskins,Vic Janowicz 48 yard field goal,0,10
2,2.0,Redskins,Ralph Guglielmi 1 yard rush (Vic Janowicz kick),0,17
3,2.0,Eagles,Pete Pihos 19 yard pass from Bobby Thomason (Dick Bielski kick),7,17
4,3.0,Redskins,Jim Monachino 2 yard rush (Vic Janowicz kick),7,24
5,3.0,Redskins,Vic Janowicz 33 yard field goal,7,27
6,4.0,Eagles,Bobby Walston 23 yard pass from Bobby Thomason (Dick Bielski kick),14,27
7,4.0,Redskins,Bert Zagers 3 yard rush (Vic Janowicz kick),14,34
8,4.0,Eagles,Bill Stribling 15 yard pass from Bobby Thomason (Dick Bielski kick),21,34
