,Quarter,Tm,Detail,ATL,RAM
0,2.0,Rams,Harold Jackson 7 yard pass from John Hadl (David Ray kick),0,7
1,2.0,Rams,Jim Bertelsen 4 yard rush (David Ray kick),0,14
2,3.0,Rams,David Ray 34 yard field goal,0,17
3,4.0,Rams,Jack Snow 29 yard pass from John Hadl (David Ray kick),0,24
4,4.0,Rams,Larry Smith 2 yard rush (David Ray kick),0,31
