,Quarter,Time,Tm,Detail,DET,GNB
0,1.0,7:59,Lions,Sedrick Irvin 2 yard rush (Jason Hanson kick),7,0
1,2.0,13:23,Packers,Ryan Longwell 23 yard field goal,7,3
2,2.0,7:38,Packers,Ryan Longwell 33 yard field goal,7,6
3,2.0,4:04,Lions,Germane Crowell 14 yard pass from Gus Frerotte (Jason Hanson kick),14,6
4,2.0,4:04,Packers,Dorsey Levens 1 yard rush (pass failed),14,12
5,2.0,4:04,Lions,Jason Hanson 46 yard field goal,17,12
6,3.0,7:20,Packers,Corey Bradford 17 yard pass from Brett Favre (Corey Bradford pass from Brett Favre ),17,20
7,3.0,3:14,Packers,Ryan Longwell 45 yard field goal,17,23
8,4.0,12:52,Packers,Ryan Longwell 31 yard field goal,17,26
