,Quarter,Time,Tm,Detail,CIN,BAL
0,1.0,8:38,Ravens,Matt Stover 30 yard field goal,0,3
1,1.0,0:50,Ravens,Travis Taylor 8 yard pass from Tony Banks (Matt Stover kick),0,10
2,2.0,14:56,Ravens,Jamal Lewis 11 yard rush (Matt Stover kick),0,17
3,2.0,3:05,Ravens,Shannon Sharpe 1 yard pass from Tony Banks (Matt Stover kick),0,24
4,3.0,3:03,Ravens,Matt Stover 37 yard field goal,0,27
5,4.0,6:39,Ravens,Obafemi Ayanbadejo 1 yard rush (Matt Stover kick),0,34
6,4.0,1:57,Ravens,Matt Stover 19 yard field goal,0,37
