,Quarter,Tm,Detail,PHI,NYG
0,2.0,Eagles,Matt Bahr 47 yard field goal,3,0
1,2.0,Giants,Ed McCaffrey 17 yard pass from Phil Simms (David Treadwell kick),3,7
2,2.0,Giants,Lewis Tillman 1 yard rush (David Treadwell kick),3,14
3,4.0,Giants,Lewis Tillman 10 yard rush (David Treadwell kick),3,21
4,4.0,Eagles,Mark Bavaro 13 yard pass from Ken O'Brien (Matt Bahr kick),10,21
