,Quarter,Tm,Detail,STL,DAL
0,1.0,Cardinals,Roy Green 71 yard pass from Neil Lomax (Neil O'Donoghue kick),7,0
1,1.0,Cowboys,Ron Springs 1 yard rush (Rafael Septien kick),7,7
2,2.0,Cowboys,Tony Dorsett 5 yard rush (Rafael Septien kick),7,14
3,2.0,Cowboys,Butch Johnson 15 yard pass from Danny White (Rafael Septien kick),7,21
4,3.0,Cardinals,Neil O'Donoghue 42 yard field goal,10,21
5,4.0,Cowboys,Tony Dorsett 55 yard rush (Rafael Septien kick),10,28
6,4.0,Cowboys,Danny White 4 yard rush (Rafael Septien kick),10,35
7,4.0,Cardinals,Ottis Anderson 14 yard pass from Neil Lomax (Neil O'Donoghue kick),17,35
