,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Ted Fritsch 4 yard rush (Don Hutson kick),0,7
1,1.0,Packers,Lou Brock 7 yard pass from Tony Canadeo (Don Hutson kick),0,14
2,2.0,Lions,Chuck Fenenbock 21 yard pass from Ned Mathews (Augie Lio kick),7,14
3,2.0,Packers,Andy Uram 20 yard pass from Tony Canadeo (Don Hutson kick),7,21
4,3.0,Packers,Irv Comp 2 yard rush (Don Hutson kick),7,28
5,4.0,Packers,Andy Uram 39 yard pass from Tony Canadeo (Don Hutson kick),7,35
6,4.0,Lions,Harry Hopp 45 yard pass from Frankie Sinkwich (Augie Lio kick),14,35
