,Quarter,Tm,Detail,WAS,NYG
0,3.0,Redskins,Andy Farkas 95 yard kickoff return (Bob Masterson kick),7,0
1,3.0,Redskins,Andy Farkas 1 yard rush (Bob Masterson kick),14,0
2,4.0,Giants,Neal Adams 16 yard pass from Tuffy Leemans (Ward Cuff kick),14,7
