,Quarter,Tm,Detail,KAN,SEA
0,1.0,Seahawks,Norm Johnson 29 yard field goal,0,3
1,2.0,Seahawks,Dave Brown 90 yard interception return (Norm Johnson kick),0,10
2,2.0,Seahawks,Keith Simpson 76 yard interception return (Norm Johnson kick),0,17
3,2.0,Seahawks,Dan Doornink 11 yard pass from Dave Krieg (Norm Johnson kick),0,24
4,2.0,Seahawks,Mike Tice 2 yard pass from Dave Krieg (Norm Johnson kick),0,31
5,3.0,Seahawks,Dave Brown 56 yard interception return (Norm Johnson kick),0,38
6,4.0,Seahawks,Kenny Easley 58 yard interception return (Norm Johnson kick),0,45
