,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Earl McCullouch 37 yard pass from Bill Munson (Jerry DePoyster kick),0,7
1,2.0,Lions,Mel Farr 86 yard pass from Bill Munson (Jerry DePoyster kick),0,14
2,2.0,Lions,Bill Munson 1 yard rush (Jerry DePoyster kick),0,21
3,2.0,Lions,Bill Swain 50 yard interception return (Jerry DePoyster kick),0,28
4,3.0,Lions,Earl McCullouch 15 yard pass from Bill Munson (Jerry DePoyster kick),0,35
5,4.0,Lions,Greg Landry 3 yard rush (Jerry DePoyster kick),0,42
