,Quarter,Tm,Detail,CHI,GNB
0,2.0,Packers,Jim Taylor 1 yard rush (Paul Hornung kick),0,7
1,2.0,Packers,Ron Kramer 54 yard pass from Bart Starr (Paul Hornung kick),0,14
2,3.0,Packers,Jim Taylor 3 yard rush (Paul Hornung kick),0,21
3,3.0,Packers,Elijah Pitts 26 yard rush (Paul Hornung kick),0,28
4,3.0,Packers,Jim Taylor 11 yard rush (Paul Hornung kick),0,35
5,4.0,Packers,Bart Starr 5 yard rush (Paul Hornung kick),0,42
6,4.0,Packers,Herb Adderley 50 yard interception return (Paul Hornung kick),0,49
