,Quarter,Tm,Detail,DET,SFO
0,1.0,Lions,Errol Mann 31 yard field goal,3,0
1,1.0,Lions,Errol Mann 37 yard field goal,6,0
2,2.0,49ers,Ken Willard 18 yard pass from Steve Spurrier (Tommy Davis kick),6,7
3,2.0,Lions,Larry Watkins 2 yard rush (Errol Mann kick),13,7
4,3.0,Lions,Charlie Sanders 13 yard pass from Greg Landry (Errol Mann kick),20,7
5,3.0,Lions,Errol Mann 12 yard field goal,23,7
6,4.0,Lions,Errol Mann 27 yard field goal,26,7
7,4.0,49ers,Jimmy Thomas 51 yard pass from Steve Spurrier (Tommy Davis kick),26,14
