,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Gene Gedman 7 yard rush (Bobby Layne kick),0,7
1,2.0,Bears,Bobby Watkins 7 yard rush (George Blanda kick),7,7
2,2.0,Bears,George Blanda 10 yard field goal,10,7
3,2.0,Bears,Rick Casares 25 yard rush (George Blanda kick),17,7
4,3.0,Bears,Rick Casares 1 yard rush (George Blanda kick),24,7
5,4.0,Bears,George Blanda 39 yard field goal,27,7
