,Quarter,Tm,Detail,PHI,WAS
0,3,Eagles,Ronnie Bull 12 yard pass from Pete Liske (Happy Feller kick),7,0
1,4,Redskins,Clifton McNeil 32 yard pass from Billy Kilmer (Curt Knight kick),7,7
