,Quarter,Tm,Detail,WAS,PIT
0,1.0,Steelers,Bill Dudley 80 yard interception return (Bill Dudley kick),0,7
1,4.0,Steelers,Steve Lach 5 yard rush (Bill Dudley kick),0,14
2,4.0,Redskins,Sammy Baugh 1 yard rush (Dick Poillon kick),7,14
