,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Sam Baker 18 yard field goal,3,0
1,2.0,Redskins,Sam Baker 19 yard field goal,6,0
2,2.0,Eagles,Tommy McDonald 61 yard pass from Sonny Jurgensen (Bobby Walston kick),6,7
3,2.0,Redskins,Sam Baker 10 yard field goal,9,7
4,3.0,Eagles,Dick Bielski 9 yard pass from Sonny Jurgensen (Bobby Walston kick),9,14
5,3.0,Redskins,Sam Baker 26 yard field goal,12,14
6,4.0,Eagles,Tommy McDonald 36 yard pass from Sonny Jurgensen (Bobby Walston kick),12,21
