,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Jim Dooley 26 yard pass from Zeke Bratkowski (Bill George kick),0,7
1,2.0,Bears,Harlon Hill 35 yard pass from Ed Brown (Bill George kick),0,14
2,2.0,Lions,Doak Walker 30 yard field goal,3,14
3,2.0,Bears,Jim Dooley 8 yard pass from Zeke Bratkowski (Bill George kick),3,21
4,4.0,Lions,Jug Girard 9 yard pass from Tom Dublinski (Doak Walker kick),10,21
5,4.0,Lions,Jug Girard 16 yard pass from Tom Dublinski (Doak Walker kick),17,21
6,4.0,Bears,John Hoffman 19 yard rush (Bill George kick),17,28
7,4.0,Lions,Jim Doran 40 yard pass from Tom Dublinski (Doak Walker kick),24,28
