,Quarter,Tm,Detail,DET,MIN
0,2.0,Vikings,Rick Danmeier 32 yard field goal,0,3
1,2.0,Lions,Luther Blue 9 yard pass from Gary Danielson (Benny Ricardo kick),7,3
2,3.0,Vikings,Sammy White 21 yard pass from Fran Tarkenton (Rick Danmeier kick),7,10
3,4.0,Vikings,Chuck Foreman 1 yard rush (Rick Danmeier kick),7,17
