,Quarter,Tm,Detail,CHI,DET
0,2.0,Lions,David Hill 16 yard pass from Greg Landry (Steve Mike-Mayer kick),0,7
1,3.0,Bears,Bo Rather 42 yard pass from Bob Avellini (Bob Thomas kick),7,7
2,3.0,Bears,Walter Payton 75 yard pass from Bob Avellini (Bob Thomas kick),14,7
3,3.0,Bears,Bob Thomas 29 yard field goal,17,7
4,4.0,Bears,Bob Avellini 1 yard rush (Bob Thomas kick),24,7
5,4.0,Lions,Ed O'Neil 52 yard defensive fumble return (Steve Mike-Mayer kick),24,14
6,4.0,Bears,Walter Payton 8 yard rush (Bob Thomas kick),31,14
