,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Merrill Douglas 5 yard rush (John Aveni kick),0,7
1,1.0,Bears,Rick Casares 5 yard rush (John Aveni kick),0,14
2,2.0,Packers,Jim Taylor 10 yard rush (Paul Hornung kick),7,14
3,2.0,Packers,Paul Hornung 27 yard field goal,10,14
4,2.0,Bears,Harlon Hill 36 yard pass from Ed Brown (John Aveni kick),10,21
5,3.0,Bears,Jim Dooley 8 yard pass from Zeke Bratkowski (John Aveni kick),10,28
6,4.0,Packers,Bill Butler 61 yard punt return (Paul Hornung kick),17,28
