,Quarter,Tm,Detail,DET,GNB
0,2.0,Packers,Ed Jankowski 40 yard field goal,0,3
1,2.0,Packers,Clarke Hinkle 39 yard field goal,0,6
2,3.0,Packers,Tiny Engebretsen 36 yard field goal,0,9
3,4.0,Packers,Don Hutson 8 yard pass from Cecil Isbell (Don Hutson kick),0,16
4,4.0,Packers,Tony Canadeo unknown yard rush (Frank Balazs kick),0,23
